imo,sector,destination,top1,score1,top2,score2,top3,score3,top4,score4,top5,score5
9283526,TANKER,WEI FANG,Shanwei + code1,67,Wadi Firan + code1,67,Wei Hai + code1,67,Dawei + code1,62,Fagervik + code1,62
9570668,DRY BULK,ESAVS>>SEUDD,Uddevalla + code2+3,100,Sauda + code1+3,60,Serui + code1+3,60,Domsjo + code2+3,60,Karlstad + code2+3,60
9301081,CONTAINER,INCCU,Calcutta + code2,100,Calicut + code2,80,Xinyu + code1,60,Budge Budge + code2,60,Mundra + code2,60
9418080,DRY BULK,ORDER,Ordu + code1,67,Randers + code1,67,Bordeaux + code1,62,Orkanger + code1,62,Derby + code1,60
9278430,DRY,MA JFL,La Palma + code1,57,Tanger-Mediterranee + code2,57,Ajman + code1,55,Limas + code1,55,Palma + code1,55
9484601,DRY BULK,TARAHAN,Tarakan + code1,86,Talcahuano + code1,71,Taranto + code1,71,Trapani + code1,71,Araya + code1,67
9102291,CONTAINER,TH LCH > HK HKG,Hong Kong + code2+3,91,Hungnam + code2+3,55,Khanom + code2+3,55,Koge + code2+3,55,Kharg Island + code2+3,55
9221683,TANKER,PANAMA,Panama + code1,100,Panama Canal + code1,100,"Panama City, Florida, U.S.A. + code1",100,Paranam + code1,77,Palma + code1,73
8208311,DRY BULK,B,Albacora (S.B.M.) + code1,100,"Dalhousie, N.B., Canada + code1",100,"Vancouver, B.C., Canada + code1",100,"Victoria, B.C., Canada + code1",100,Bar + code1,50
9240524,DRY BULK,INODER,Kinoe + code1,73,Ennore + code2,73,Drammen + code2,73,Linden + code1,67,Ningde + code1,67
8309402,DRY BULK,MATARBARI,Matarani + code1,82,Imabari + code1,75,Marmaris + code1,71,Matarape + code1,71,Rabat + code2,71
9196448,TANKER,DE HAM,Hamburg + code2,91,Nordenham + code2,73,Hamriyah + code2,73,Degerhamn + code1,67,Dhamra + code1,67
9832274,TANKER,LOOP,Useless Loop + code1,100,Floro + code1,67,Puerto Plata + code2,67,Iloilo + code1,60,Lobito + code1,60
9300910,DRY,TR TUZ,Tuzla Dockyard + code2,91,Tutuncifilik + code2,73,Trabzon + code2,73,Tartous + code1,62,Truk + code1,60
9512692,DRY BULK,VN PHU,Naga + code2,73,Villanueva + code2,73,Phu My + code1,67,Phu Quoc + code1,67,Peng Hu + code1,62
9495387,DRY BULK,BALABAC,Balamban + code1,80,Balboa + code1,77,Baglan Bay + code1,71,Calabar + code1,71,Al Aqaba + code1,67
9363027,DRY BULK,SHANHAIGUAN,Shanhaiguan + code1,100,Shanghai + code1,74,Shatian + code1,67,Hondagua + code1,63,Huanghua + code1,63
9099779,TANKER,BAUTINO,Bartin + code1,77,Atico + code1,67,Basuo + code1,67,Faustina + code1,67,Zarubino + code1,67
9648075,DRY,TR SSX > US ILG,UST-LUGA + code1+3,71,Ilheus + code1+3,67,Bristol (Usa) + code1+3,59,Sha Lung + code1+3,57,Manus Island + code1+3,56
9641364,DRY,DALIAN,DALIAN + code1,100,Aland + code1,73,Alang + code1,73,Alicante + code1,71,Alliance + code1,71
9736286,DRY,OPEN SEA,Odense + code1,71,Onega + code1,62,Onsan + code1,62,Penuelas + code1,62,San Sebastian + code2,62
8902955,DRY BULK,PERSIAN GULF,San Pedro Calif + code1,67,San Juan (Peru) + code1,64,Gulfhavn + code1,60,Ulsan + code1,59,Glensanda + code1,57
9836701,DRY BULK,BASIS SANTOS,Santos + code1,100,General Santos + code1,67,Bassens + code1,63,Tok Bali + code1,60,Santo + code1,59
9452660,DRY,FUJAIRAH,Fujairah + code1,100,Jaigarh + code1,67,Zuara + code1,62,Rauma + code2,62,Archangel + code2,62
9497086,DRY,ROUEN BERTH,Rouen + code1,100,Baton Rouge + code1,64,Jarrow - Shell UK Berth + code1,62,Port Hawkesbury - Wright Point Oil Berth + code1,62,Bergen + code1,59
8520563,CONTAINER,VLDV,La Salina + code2,67,Punta Palmas del Sur + code2,67,"San Lorenzo, Venezuela + code2",67,Valdez + code1,60,Vallvik + code1,55
9122461,CONTAINER,UM QASAR,Umm Qasr + code1,88,Asam Asam + code1,67,Umm Al Nar + code1,67,Umm Said - Iron Ore Berths + code2,62,Sarande + code2,62
9269934,TANKER,RUTUA,Tuapse + code2,100,Taganrog + code2,80,Taman + code2,80,Burutu + code1,73,Tuas + code1,67
9085699,CONTAINER,TG.PRIOK,Tanjung Priok + code1,77,Primorsk + code1,62,Rio Tuba + code1,62,Prinos + code1,57,Priolo + code1,57
9308819,TANKER,TABANGAO,Tabangao + code1,100,Tanga + code1,77,Tauranga + code1,75,Sabang + code1,71,Tabaco + code1,71
9467249,DRY BULK,INVERNESS,Inverness + code1,100,Dungeness + code1,67,Lindesnes + code1,67,Sheerness + code1,67,Ikornes + code1,62
9232967,TANKER,SHARJAH OPL,Sharjah + code1,100,Oshawa + code1,59,Ras Al Mishab + code1,58,Al Shaheen + code1,57,La Skhirra + code1,57
9213894,DRY BULK,ODDA,Odda + code1,100,Hodeidah + code1,67,Onoda + code1,67,Tonda + code1,67,Diego Garcia + code2,67
9443140,TANKER,BS FPO,"Freeport, (Grand Bahama Is.), Bahamas + code2",91,"Freeport, Texas, U.S.A. + code2",73,Port of Jose + code1,56,Basuo + code1,55,Folkestone + code2,55
9332183,TANKER,REUNION,Port Est; Reunion Port + code1,100,Port Reunion + code1,100,Reni + code1,73,Runcorn + code1,71,Trenton + code1,71
9773492,DRY,CH TXG,Tianjin Xingang + code2,73,Shanghai + code2,55,"Cartagena, Colombia + code2",55,Nantong + code2,55,Hangzhou + code2,55
9566655,DRY,TW TXG,Taichung + code2,91,Tai Tung + code1,57,Taipei + code2,55,Galeota Point + code2,55,Trabzon + code2,55
9652557,DRY,"MYLAKI, GREECE",Greenock + code1,57,Myrtle Grove + code1,56,Chalkis + code2,56,Yali Island + code2,56,Martin Garcia + code1,54
9313292,DRY BULK,VOSTOCHNIY,Vostochnyy + code1,90,Sochi + code1,67,Houston + code1,59,Rostock + code1,59,Tokachi + code1,59
9710921,TANKER,SINGAPORE,Singapore + code1,100,Gopalpur + code2,71,Helsingor + code1,67,Port Dina + code1,67,Surigao + code1,62
9805764,DRY BULK,BDCGP,Chittagong + code2,100,Budge Budge + code1,60,Mongla + code2,60,Cilacap + code2,60,Copenhagen + code2,60
9553103,DRY BULK,CO BUN,Uno + code1,67,Pulo Bunyu + code1,62,Runcorn + code1,62,Yabucoa + code1,62,Bungo Suido + code1,59
9597343,DRY,NANSHA,Nansha + code1,100,Naha + code1,80,Lanshan + code1,77,Nanao + code1,73,Jawaharlal Nehru Port + code2,73
9387621,DRY BULK,SAFI,Safi + code1,100,Saigo + code1,67,Saijo + code1,67,Saiki + code1,67,Sakai + code1,67
9542116,TANKER,PORT LIMIT,Port Alma + code1,74,Siam Port + code1,74,Port Blair + code1,70,Port Latta + code1,70,Port Louis + code1,70
9273210,DRY,AR BHI,Bahia Blanca + code2,91,Karachi + code1,62,Bari + code1,60,Karabiga + code1,57,Zarubino + code1,57
9511765,DRY,>JP SUZ,Susaki + code2+3,91,"Shimizu, (Honshu), Japan + code2+3",73,Tsumatsusaka (Tsu) + code2+3,73,Sodegaura + code2+3,73,Souma (Jap) + code1+3,67
9513402,TANKER,JP>KII,Kiire + code1+3,75,Kribi + code1+3,75,Kiire + code2+3,75,Fanning Island + code2+3,75,Dikili + code1+3,67
9221839,CONTAINER,RU KZP,Tallaboa Bay + code2,60,Varandey + code2,57,Koper + code1,55,Parnu + code1,55,Zhapu + code1,55
9579743,DRY BULK,CAPE OF GOOD HOPE,Good Hope + code1,100,Cape Town + code1,62,Sandy Cape + code1,57,Cape Preston + code1,55,Cape Cuvier + code1,53
9286061,TANKER,LOME,Lome + code1,100,Nome + code1,75,Homer + code1,67,Limbe + code1,67,Ploce + code1,67
9361354,DRY,LTKLJ,Ashkelon + code2,60,Lautoka + code2,60,Galle + code2,60,Lattakia + code2,60,Jaffna + code2,60
9771937,TANKER,JP MSA OFF,Kamiiso (Jap) + code1,57,Masao + code1,53,Souma (Jap) + code1,53,Osaka + code2,53,Amagasaki + code2,53
9405461,DRY,SALIRA BANTEN,Banten + code1,100,La Salina + code1,64,Saxi Batuque + code1,64,Nueva Palmira + code1,62,Antalya + code1,60
9253820,TANKER,USMAH,Marcus Hook + code2,100,Marrero + code2,80,Miami + code2,80,Mahon + code2,80,Morehead City + code2,80
9596911,DRY BULK,RU NJK,Varandey + code2,57,Nauru + code1,55,Kuchinotsu + code2,55,Krishnapatnam + code2,55,Karwar - North Port + code2,55
9309215,TANKER,CARTAGENA,"Cartagena, Colombia + code1",100,"Cartagena, Spain + code1",100,Catania + code1,75,Ardalstangen + code1,67,Parana + code1,67
9187033,DRY BULK,LV LPX,Liepaja + code2,55,Police + code2,55,Punta Palmas del Sur + code2,55,La Place + code2,55,Port Lavaca + code2,55
9773222,CONTAINER,SGSIN,Singapore + code2,100,Bassein + code1,67,Messina + code1,67,Shengjin + code1,62,Stugsund + code1,62
5025691,DRY,CONNEAUT,Conneaut + code1,100,Onne + code1,67,Ceuta + code1,62,Coega + code1,62,Onega + code1,62
9299202,TANKER,AOLAD,Luanda + code2,100,Aland + code1,80,Gaolan + code1,73,Kaolak + code1,73,Alta + code1,67
9145774,DRY,DANANG VN,Da Nang + code1,75,Vung Ang + code1,71,Anan + code1,62,Dandong + code1,62,Dangjin + code1,62
9614543,CONTAINER,PRONY BAY,Prony + code1,100,Oro Bay + code1,75,Botany Bay + code1,74,Spring Bay + code1,74,Prony Port + code1,71
9566825,DRY,ARMED GUARD ONBOARD,Ciudad Del Carmen + code1,56,Apra Harbor + code1,53,Grenland Harbour + code1,51,Amuay Bay + code1,50,Maldonado + code1,50
9166766,TANKER,SOUTH LAMMA DG ANCH,South Amboy + code1,62,South Pagai + code1,62,South Brewer + code1,59,South Killingholme + code1,54,South Riding Point + code1,54
9148178,DRY BULK,LEIXOES,Leixoes + code1,100,Felixstowe + code1,59,Lewisporte + code1,59,Algiers + code1,57,Eleusis + code1,57
9840790,DRY BULK,VANCOUVER,"Vancouver, B.C., Canada + code1",100,"Vancouver, Washington, U.S.A. + code1",100,Becancour + code1,67,Cape Cuvier + code1,60,La Nouvelle + code1,60
9162992,DRY,MARIVELES PHILIPPINE,Mariveles + code1,100,San Carlos (Philippines) + code1,71,Santa Maria (Philippines) + code1,70,La Paz (Philippines) + code1,63,Toledo (Philippines) + code1,53
9645358,TANKER,IDBXT,Bontang + code2,100,Banten + code2,80,Jabung Batanghari Marine Terminal + code2,80,Bitung + code2,80,Belida + code2,80
9489027,TANKER,EEPLA,Paldiski South Harbour + code2,100,Palua + code2,80,Gela + code1,67,Pula + code1,67,Tela + code1,67
8811936,DRY BULK,CN ZOS,Zhoushan + code2,91,Laizhou + code2,73,Foshan + code2,73,Zhongshan + code2,73,Taizhou + code2,73
9346079,TANKER,"ONSAN, KR",Onsan + code1,100,Wonsan + code1,71,Kronshtadt + code1,67,Dongshan + code1,62,Ronne + code1,62
9312999,CONTAINER,SG SIN,Singapore + code2,91,Bassein + code1,62,Messina + code1,62,Es Sider + code1,57,Nghi Son + code1,57
9467407,CONTAINER,TANGIER MED APMT 1,Tangier + code1,100,Tanger Med + code1,71,Tanger-Mediterranee + code1,54,New Amsterdam + code1,52,Stavanger Havn + code1,50
9176993,TANKER,SPORE  PEBGB,Lewisporte + code1,57,Port Pirie + code1,57,Eastport (Me) + code1,55,Port Kembla + code1,55,Gisborne + code1,53
9445289,DRY BULK,PHE AU,Port Hedland + code2,91,Thevenard + code2,73,Exmouth + code2,73,Port Huon + code2,73,Batu Pahat + code1,62
9304576,DRY BULK,RUKZP>>EGPSD,Port Said + code2+3,100,Egersund + code1+3,62,Alcudia + code2+3,60,Karlstad + code2+3,60,Safaga + code2+3,60
9686869,TANKER,FRLEH>>>GBPEM,Pembroke Dock + code2+3,100,"Portsmouth, U.K. + code2+3",80,Eastham + code2+3,80,Belem + code1+3,60,Gabes + code1+3,60
9258349,DRY,ABU QIR,Airlie Island + code2,67,ABU DHABI + code1,62,Mabuli + code1,62,Abu Al Bukhoosh + code1,60,Abu Kammash + code1,60
9693018,TANKER,ESCAS,Cadiz Bay + code2,80,Aviles + code2,80,Alcanar + code2,80,"Cartagena, Spain + code2",80,Carboneras + code2,80
8869787,DRY BULK,ANZALI,Yanai + code1,73,Auckland + code2,73,Mangalia + code1,71,Naantali + code1,71,Aalvik + code1,67
9475557,DRY BULK,SURIGAO,Surigao + code1,100,Surigao Strait + code1,100,Riga + code1,73,Suao + code1,73,Tsuruga + code1,71
9241451,CONTAINER,VICTORIA,Port Victoria + code1,100,"Victoria, B.C., Canada + code1",100,"Vitoria, Brazil + code1",64,Coari + code1,62,Iorizaki + code1,62
9400710,DRY BULK,EANGCHENG CHINA,Changhang + code1,67,Changhong + code1,67,Fangcheng + code1,67,Chin Men + code1,61,Yancheng + code1,61
9621883,DRY,TEMA,Tema + code1,100,Itea + code1,75,Tela + code1,75,Pemba + code1,67,Pitea + code1,67
9545211,TANKER,US HOU,Luise Harbour + code1,63,Houston + code1,62,Lushun Kou + code1,62,Tuy Hoa + code1,62,Ahus + code1,60
9565534,DRY BULK,BR TUB,Tubarao + code2,91,Rio Tuba + code1,71,Burutu + code1,67,Aburatsu + code1,57,Imbituba + code1,57
9283837,DRY,CHITTAGONG,Chittagong + code1,100,Changhong + code1,74,Chita - LNG + code1,74,Chicago + code1,71,Changwon + code1,67
9419759,DRY BULK,OMSOH,Sohar Port + code2,100,Domsjo + code1,73,Tromso + code1,73,Oslo + code1,67,Tomo + code1,67
9755062,TANKER,PUERTO ROSALES,Puerto Rosales + code1,100,Puerto Jose + code1,80,Puerto Rocca + code1,77,Puerto Cortes + code1,74,Puerto Armuelles + code1,73
9094872,DRY BULK,JING JIANG,Jiang Yin + code1,84,Jingjiang + code1,84,Jinjiang + code1,78,Nanjingjing + code1,76,Yangjiang + code1,74
9838888,CONTAINER,ID JKT,Jakarta + code2,91,Kalianget + code2,73,Jabung Batanghari Marine Terminal + code2,73,Kuala Tanjung + code2,73,Offshore Karimun Besar (Tsa) + code2,73
9691412,DRY,ES VGO,Vigo + code2,91,Vigo + code1,60,Escravos + code1,57,Saigo + code1,55,Stavanger + code2,55
9361108,DRY BULK,CABLE POINT,Cove Point + code1,76,Barbers Point + code1,75,Galeota Point + code1,75,Abbot Point + code1,73,Hay Point + code1,71
9643257,TANKER,HOPA,Hopa + code1,100,Opua + code1,75,Horta + code1,67,Puerto Castilla + code2,67,Palanca + code2,67
8944135,DRY BULK,>JP KWS HBM>W9R<&*O,Kawasaki + code2+3,48,Hamad Port  + code1+3,46,Uchiura-Koh (Jap) + code1+3,45,Kamiiso (Jap) + code1+3,44,Port Graham + code1+3,44
9247508,TANKER,BARCELONA,"Barcelona, Spain + code1",100,Balongan + code1,71,Barahona + code1,71,Ancona + code1,67,Balboa + code1,67
9349203,TANKER,TW KHH,Ta-Ku + code1,55,Naga + code2,55,Phnom Penh + code2,55,Kaohsiung + code2,55,Phuket + code2,55
9633202,DRY,US PDX,Ducos + code1,55,Pusan + code1,55,Busan + code2,55,"Portland, Oregon, U.S.A. + code2",55,Paysandu + code2,55
9177868,DRY BULK,FREDRIKSTAD,Fredrikstad + code1,100,Frederiksted + code1,87,Frederikshavn + code1,75,Fredriksskans + code1,75,Fredericia + code1,67
9785689,TANKER,KRYOS,Yosu + code2,100,Kos + code1,75,Yosu + code1,67,Kramfors + code1,62,Grays + code1,60
9214056,DRY,DJN KR,Djen-Djen + code1,60,Djakarta + code1,57,Dakar + code1,55,Djeno + code1,55,Krishnapatnam + code2,55
9718454,DRY,FOR ORDERS,Porto Torres + code1,64,Port Rhoades + code1,64,Rhodes + code1,62,Randers + code1,59,Tres Fronteras + code1,58
9584138,DRY,NOVOROSSIYSK,Novorossiysk + code1,100,Tavriysk + code1,60,Novoportovskoye + code1,59,Namsos + code2,59,Risor + code2,59
9045132,TANKER,AU DAM,Dampier + code2,91,Sauda + code1,73,"Dartmouth, N.S., Canada + code2",73,Yampi Sound + code2,73,ABU DHABI + code1,67
9697246,TANKER,FUJARAH UAE,Fujairah + code1,74,La Guaira + code1,60,Muara Jawa + code1,57,Vartahamnen + code1,55,Barahona + code1,53
9565209,DRY BULK,CN CGU,Guayacan + code1,57,Macun + code1,55,Antilla + code2,55,Chanaral + code2,55,Runcorn + code2,55
9272797,TANKER,>JP HKS,Honmoku (Jap) + code1+3,59,Samcheon Po + code2+3,55,Split + code2+3,55,Siam Bangkok Port + code2+3,55,Sihanoukville + code2+3,55
9466178,DRY BULK,MASAN,Masan + code1,100,Masao + code1,80,Mawan + code1,80,Daesan + code1,73,Madang + code1,73
9759836,TANKER,AIN SUKHNA,Ain Sukhna + code1,100,Maji Shan + code1,63,Nansha + code1,62,Xinsha + code1,62,Sungai Linggi + code1,61
9632167,CONTAINER,CNQDG ANCHORAGE 6,Anchorage + code1,100,Tioman Anchorage + code1,72,Muara Berau Anchorage + code1,69,Muara Pantai Anchorage + code1,69,Muara Sabak Anchorage + code1,69
9026033,DRY BULK,QINZHOU,Qinzhou + code1,100,Binzhou + code1,86,Jinzhou + code1,86,QUANZHOU + code1,80,Huizhou + code1,71
9286580,DRY BULK,BR/SSZ,Santos + code2,91,Sao Francisco do Sul + code2,73,Sao Sebastiao + code2,73,Salvador + code2,73,Sao Luiz De Maranhao + code2,73
9624029,DRY BULK,KR MOK>CA WNE,Cape Town + code1+3,67,Cabo Negro + code1+3,62,Cai Lan + code1+3,62,Cai Mep + code1+3,62,Kawanoe + code1+3,62
8877423,TANKER,BASASO,Basuo + code1,73,Masao + code1,73,Sao Sebastiao + code2,73,Nassau + code2,73,Arroyo Seco + code2,73
9253430,TANKER,TRIAL,Trial Bay + code1,100,Diliskelesi + code2,80,Aliaga + code2,80,Yalova + code2,80,Motril + code1,73
9277321,DRY BULK,ESHUV,Huelva + code2,100,Hudiksvall + code2,80,Suva + code1,67,Supe Bay + code2,67,Shihu + code1,60
9508732,TANKER,IDCEN,Kuala Enok + code2,80,Benete + code2,80,Linden + code1,73,Aden + code1,67,Caen + code1,67
9661388,TANKER,DA PENG WAN,Peng Hu + code1,73,Da Nang + code1,67,Sanmen Wan + code1,67,Van Phong Bay + code1,67,Adang Bay  + code1,60
9102071,TANKER,BEANR,Antwerp + code2,100,Bar + code1,75,Belair + code1,73,Becancour + code1,71,Bremanger + code1,71
9558799,DRY BULK,CU PBO>NL VLI,Flushing + code2+3,91,Velsen + code2+3,73,Vlaardingen + code2+3,73,Navlakhi + code1+3,57,Riga + code2+3,55
9342487,TANKER,"SABINE PASS, USA",Sabine + code1,100,San Antonio (Usa) + code1,60,Brisbane (Usa) + code1,59,La Salinetas + code1,59,La Salina + code1,58
9278662,TANKER,USCHS,Charleston + code2,100,Lake Charles - LNG Berths + code2,80,Chicago + code2,80,Haines + code2,80,Cheboygan + code2,80
9819985,DRY BULK,GIBRALTAR,Gibraltar + code1,100,Larne + code2,71,Braila + code1,67,La Guaira + code1,67,Alta + code1,62
9235567,CONTAINER,BREMERHAVEN,Bremerhaven + code1,100,Bremen + code1,71,Eemahaven + code1,70,Eemshaven + code1,70,Frederikshavn + code1,67
9596600,DRY,CAMRANH,Amurang + code1,71,Cameron + code1,71,Campana + code1,71,Ajman + code1,67,Hamriyah + code1,67
9316335,CONTAINER,HK HKG,Hong Kong + code2,91,Hungnam + code2,55,Khanom + code2,55,Koge + code2,55,Kharg Island + code2,55
9781968,DRY,"ARH:EC*"" (  H(",Necochea + code2,62,Atreco + code1,57,Arecibo + code1,53,Arroyo Seco + code1,53,Bach Ho + code1,53
9442641,DRY,SAI/CL,"San Antonio, Chile + code2",91,Arica + code2,73,La Salina + code1,67,Cascais + code1,62,Chelsea + code1,62
9460540,TANKER,MAKASAR,Makassar + code1,93,Mangkasa + code1,80,Kamsar + code1,77,Akasaki + code1,71,Karskar + code1,71
9228277,DRY BULK,KAOHSIUNG,Kaohsiung + code1,100,Kohsichang + code1,74,Kawthaung + code1,67,Koping + code1,67,Caojing + code1,62
9301653,TANKER,KAVALA,Kavalla + code1,92,Aalborg + code2,73,Kivalina + code1,71,Nea Karvali + code1,71,Havana + code1,67
7517351,DRY BULK,TR ALI,Tok Bali + code1,71,Jaluit + code1,67,Jebel Ali + code1,67,Algiers + code1,62,Calicut + code1,62
9806873,DRY BULK,SINGAPORE PJSB,Singapore + code1,100,Gore Bay + code1,55,SEPANGAR BAY + code1,54,Gopalpur + code2,53,Helsingor + code1,52
9574303,DRY BULK,DKAAL,Aalborg + code2,100,Aabenraa + code2,80,Aarhus + code2,80,Kalundborg + code2,80,Kartal + code1,73
8416463,TANKER,ALPHA ANCH,Bahia Blanca + code1,64,Phan Rang + code1,63,Kalach + code1,62,"Calais, France + code1",61,Balikpapan + code1,60
9301744,TANKER,TBC,Tabaco + code2,75,Tabaco + code1,67,Toba + code1,57,Atico + code1,50,Tacoa + code1,50
9413456,DRY BULK,AVILES,Aviles + code1,100,Gavle + code1,73,Garyville + code1,67,Hahnville + code1,67,Haines + code1,67
9333618,TANKER,TT PTF,test port + code1,67,Test Port + code1,67,Taft + code1,60,Port Talbot + code1,59,Port Walcott + code1,56
9553206,DRY,FOR ORDER,Fort Pierce + code1,60,Fort Lauderdale + code1,58,Corner Brook + code1,57,Floro + code1,57,Koror + code1,57
9477414,DRY BULK,AR BHI,Bahia Blanca + code2,91,Karachi + code1,62,Bari + code1,60,Karabiga + code1,57,Zarubino + code1,57
9263930,TANKER,SE RNG,Orange + code1,67,Burnside + code1,57,Nghi Son + code1,57,Orkanger + code1,57,Salem (Nj) + code1,57
9567611,DRY BULK,"TXG=>GLADSTONE, AUS","Gladstone, Qld., Australia + code1+3",82,Faslane + code1+3,60,Garston + code1+3,60,Glasson + code1+3,60,Claxton Bay + code1+3,58
9363821,TANKER,ESVGO,Vigo + code2,100,Vigo + code1,67,Escravos + code1,62,Saigo + code1,60,Stavanger + code2,60
9580429,TANKER,>JP KND OFF,Kanda + code2+3,91,Hakodate + code2+3,73,Onoda + code2+3,73,Kawagoe + code2+3,73,Kinuura + code2+3,73
9197545,CONTAINER,SAVANNAH,Savannah + code1,100,Havana + code1,71,Savona + code1,71,Slavyanka + code1,71,Svanon + code1,71
9020340,CONTAINER,TRIZT,Izmir + code2,80,Istanbul + code2,80,Rize + code2,80,Detroit + code1,67,Rize + code1,67
9030474,DRY BULK,R0TTERDAM,Rotterdam + code1,89,Amsterdam + code1,67,Tekirdag + code1,59,Tembladora + code2,57,Ambarli + code2,57
7812567,DRY,GREEN BAY,Green Bay + code1,100,Gore Bay + code1,82,Gregory Bay + code1,70,Boca Grande (Ven) + code1,67,Bremen + code1,67
9146132,DRY BULK,CN FCH,Haimen + code2,73,Can Tho + code1,62,Conchan + code1,62,Loch Carnan + code1,59,Huizhou + code2,55
9180205,DRY BULK,TRTUZ,Tuzla Dockyard + code2,100,Tutuncifilik + code2,80,Trabzon + code2,80,Tartous + code1,67,Truk + code1,67
9395159,CONTAINER,FRLEH,Le Havre + code2,100,Le Verdon + code2,80,Doraleh + code1,67,Ferndale + code1,62,Leigh + code1,60
9310666,DRY,BEIRA,Beira + code1,100,Beihai + code1,73,Beirut + code1,73,Bejaia + code1,73,Belair + code1,73
9129873,CONTAINER,THLCH,Laem Chabang + code2,100,Chumphon + code2,80,Chacabuco + code2,60,Khanom + code2,60,Lake Charles - LNG Berths + code2,60
9281449,DRY,ID TANJUNG BARA,Tanjung Bara + code1,100,Tanjung Bakau + code1,79,Tanjung Bin + code1,78,Tanjung Arus + code1,74,Tanjung Emas + code1,74
9735036,TANKER,CN JGY,Zhangjiagang + code2,73,Nanjing + code2,73,Caojing + code2,73,JINGTANG + code2,73,Longyan + code2,73
9031894,TANKER,SHARJAH,Sharjah + code1,100,Hamriyah + code1,67,Ras Tanura + code2,67,Rabigh + code2,67,Ras Al-Khafji + code2,67
9643946,DRY,KR INC,Krishnapatnam + code2,73,Karwar - North Port + code2,73,Karaikal + code2,73,Cochin + code2,73,Kharg Island + code1,56
9323857,TANKER,ITGOA,Genoa - Avamporto + code2,100,Gela + code2,80,Gaeta + code2,80,Torre Annunziata + code2,80,Itaguai + code1,67
9764520,TANKER,MX DBT,Batam + code1,55,Barahona + code2,55,Dos Bocas + code2,55,Banten + code2,55,Jabung Batanghari Marine Terminal + code2,55
9252955,TANKER,LY MTH,Mellita + code2,91,Blyth + code1,73,Marsa al Hariga + code2,73,Tha Sala + code1,57,Weymouth + code1,57
9254630,DRY,PARADIP,Paradip + code1,100,Prai + code1,73,Praia + code1,67,Takoradi + code1,67,Puerto Acevedo + code2,67
8224298,DRY BULK,DILISKELESI,Diliskelesi + code1,100,Dikili + code1,59,Eleusis + code1,56,Nikiski + code1,56,Carlisle + code1,53
